[2025-09-13 23:25:43] [INFO    ] discord.client: logging in using static token
[2025-09-13 23:27:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-14T05:27:42.146000+00:00', 'pinned': False, 'nonce': '7435894405018687596', 'mentions': [{'username': 'systemglitchfw', 'public_flags': 0, 'primary_guild': {'tag': 'MIKU', 'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'badge': 'b1634260c0600006319f566a601bacad'}, 'member': {'roles': ['1416652039727087656'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-13T15:59:32.352000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '361675863218978816', 'global_name': 'systemglitch', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'MIKU', 'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'badge': 'b1634260c0600006319f566a601bacad'}, 'avatar_decoration_data': {'sku_id': '1287835633703845888', 'expires_at': None, 'asset': 'a_a8c5af1848e53cc221d149442c03828f'}, 'avatar': 'adfdd3170cc2297300f8761afcf6d83a'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416473525404958834'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-13T17:20:05.357000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1416656635648278549', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'This is a secret message for Member members only, <@361675863218978816>!', 'components': [], 'channel_type': 0, 'channel_id': '1416453255239696598', 'author': {'username': 'testing-robits', 'public_flags': 0, 'primary_guild': None, 'id': '1416456802513584198', 'global_name': None, 'display_name_styles': None, 'discriminator': '3078', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '2a68127a5d58c27f66d4d70cd3e2817d'}, 'attachments': [], 'guild_id': '1416453254677532704'}}
[2025-09-13 23:27:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-13 23:27:43] [DEBUG   ] discord.client: Dispatching event message
[2025-09-13 23:27:43] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1416453255239696598/messages with {"content":"This is a secret message for Member members only, <@361675863218978816>!","components":[],"nonce":"7435894405018687596","enforce_nonce":true,"tts":false} has returned 200
[2025-09-13 23:27:43] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1416453255239696598/messages has received {'type': 0, 'content': 'This is a secret message for Member members only, <@361675863218978816>!', 'mentions': [{'id': '361675863218978816', 'username': 'systemglitchfw', 'avatar': 'adfdd3170cc2297300f8761afcf6d83a', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': 'f1e5057eeb64e71025f9644316737189', 'accent_color': 26214, 'global_name': 'systemglitch', 'avatar_decoration_data': {'asset': 'a_a8c5af1848e53cc221d149442c03828f', 'sku_id': '1287835633703845888', 'expires_at': None}, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#006666', 'clan': {'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'tag': 'MIKU', 'badge': 'b1634260c0600006319f566a601bacad'}, 'primary_guild': {'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'tag': 'MIKU', 'badge': 'b1634260c0600006319f566a601bacad'}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-09-14T05:27:42.146000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1416656635648278549', 'channel_id': '1416453255239696598', 'author': {'id': '1416456802513584198', 'username': 'testing-robits', 'avatar': '2a68127a5d58c27f66d4d70cd3e2817d', 'discriminator': '3078', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7435894405018687596'}
[2025-09-13 23:27:43] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-09-13 23:27:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-09-13 23:27:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-13 23:27:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 12, 'op': 0, 'd': {'user_id': '361675863218978816', 'timestamp': 1757827668, 'member': {'user': {'username': 'systemglitchfw', 'public_flags': 0, 'primary_guild': {'tag': 'MIKU', 'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'badge': 'b1634260c0600006319f566a601bacad'}, 'id': '361675863218978816', 'global_name': 'systemglitch', 'display_name_styles': None, 'display_name': 'systemglitch', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1287835633703845888', 'expires_at': None, 'asset': 'a_a8c5af1848e53cc221d149442c03828f'}, 'avatar': 'adfdd3170cc2297300f8761afcf6d83a'}, 'roles': ['1416652039727087656'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-13T15:59:32.352000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1416453255239696598', 'guild_id': '1416453254677532704'}}
[2025-09-13 23:27:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-13 23:27:50] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-13 23:27:50] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-13 23:27:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-14T05:27:54.163000+00:00', 'pinned': False, 'nonce': '1416656692388560896', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416652039727087656'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-13T15:59:32.352000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1416656686051102782', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!remove Member', 'components': [], 'channel_type': 0, 'channel_id': '1416453255239696598', 'author': {'username': 'systemglitchfw', 'public_flags': 0, 'primary_guild': {'tag': 'MIKU', 'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'badge': 'b1634260c0600006319f566a601bacad'}, 'id': '361675863218978816', 'global_name': 'systemglitch', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'MIKU', 'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'badge': 'b1634260c0600006319f566a601bacad'}, 'avatar_decoration_data': {'sku_id': '1287835633703845888', 'expires_at': None, 'asset': 'a_a8c5af1848e53cc221d149442c03828f'}, 'avatar': 'adfdd3170cc2297300f8761afcf6d83a'}, 'attachments': [], 'guild_id': '1416453254677532704'}}
[2025-09-13 23:27:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-13 23:27:55] [DEBUG   ] discord.client: Dispatching event message
[2025-09-13 23:27:55] [DEBUG   ] discord.client: Dispatching event command
[2025-09-13 23:27:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 14, 'op': 0, 'd': {'user': {'username': 'systemglitchfw', 'public_flags': 0, 'primary_guild': {'tag': 'MIKU', 'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'badge': 'b1634260c0600006319f566a601bacad'}, 'id': '361675863218978816', 'global_name': 'systemglitch', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'MIKU', 'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'badge': 'b1634260c0600006319f566a601bacad'}, 'avatar_decoration_data': {'sku_id': '1287835633703845888', 'expires_at': None, 'asset': 'a_a8c5af1848e53cc221d149442c03828f'}, 'avatar': 'adfdd3170cc2297300f8761afcf6d83a'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-09-13T15:59:32.352000+00:00', 'guild_id': '1416453254677532704', 'flags': 0, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2025-09-13 23:27:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-13 23:27:56] [DEBUG   ] discord.client: Dispatching event member_update
[2025-09-13 23:27:56] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1416453254677532704/members/361675863218978816/roles/1416652039727087656 with None has returned 204
[2025-09-13 23:27:56] [DEBUG   ] discord.http: DELETE /guilds/{guild_id}/members/{user_id}/roles/{role_id} has found its initial rate limit bucket hash (b0bb9027ff6ae0c9619c2719f4a24de5).
[2025-09-13 23:27:56] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1416453254677532704/members/361675863218978816/roles/1416652039727087656 has received 
[2025-09-13 23:27:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-14T05:27:54.550000+00:00', 'pinned': False, 'nonce': '15695984440892438230', 'mentions': [{'username': 'systemglitchfw', 'public_flags': 0, 'primary_guild': {'tag': 'MIKU', 'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'badge': 'b1634260c0600006319f566a601bacad'}, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-13T15:59:32.352000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '361675863218978816', 'global_name': 'systemglitch', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'MIKU', 'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'badge': 'b1634260c0600006319f566a601bacad'}, 'avatar_decoration_data': {'sku_id': '1287835633703845888', 'expires_at': None, 'asset': 'a_a8c5af1848e53cc221d149442c03828f'}, 'avatar': 'adfdd3170cc2297300f8761afcf6d83a'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416473525404958834'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-13T17:20:05.357000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1416656687674167348', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Removed Member role from <@361675863218978816>.', 'components': [], 'channel_type': 0, 'channel_id': '1416453255239696598', 'author': {'username': 'testing-robits', 'public_flags': 0, 'primary_guild': None, 'id': '1416456802513584198', 'global_name': None, 'display_name_styles': None, 'discriminator': '3078', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '2a68127a5d58c27f66d4d70cd3e2817d'}, 'attachments': [], 'guild_id': '1416453254677532704'}}
[2025-09-13 23:27:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-13 23:27:56] [DEBUG   ] discord.client: Dispatching event message
[2025-09-13 23:27:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1416453255239696598/messages with {"content":"Removed Member role from <@361675863218978816>.","components":[],"nonce":"15695984440892438230","enforce_nonce":true,"tts":false} has returned 200
[2025-09-13 23:27:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1416453255239696598/messages has received {'type': 0, 'content': 'Removed Member role from <@361675863218978816>.', 'mentions': [{'id': '361675863218978816', 'username': 'systemglitchfw', 'avatar': 'adfdd3170cc2297300f8761afcf6d83a', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': 'f1e5057eeb64e71025f9644316737189', 'accent_color': 26214, 'global_name': 'systemglitch', 'avatar_decoration_data': {'asset': 'a_a8c5af1848e53cc221d149442c03828f', 'sku_id': '1287835633703845888', 'expires_at': None}, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#006666', 'clan': {'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'tag': 'MIKU', 'badge': 'b1634260c0600006319f566a601bacad'}, 'primary_guild': {'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'tag': 'MIKU', 'badge': 'b1634260c0600006319f566a601bacad'}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-09-14T05:27:54.550000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1416656687674167348', 'channel_id': '1416453255239696598', 'author': {'id': '1416456802513584198', 'username': 'testing-robits', 'avatar': '2a68127a5d58c27f66d4d70cd3e2817d', 'discriminator': '3078', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15695984440892438230'}
[2025-09-13 23:27:56] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-09-13 23:27:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 16, 'op': 0, 'd': {'user_id': '361675863218978816', 'timestamp': 1757827677, 'member': {'user': {'username': 'systemglitchfw', 'public_flags': 0, 'primary_guild': {'tag': 'MIKU', 'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'badge': 'b1634260c0600006319f566a601bacad'}, 'id': '361675863218978816', 'global_name': 'systemglitch', 'display_name_styles': None, 'display_name': 'systemglitch', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1287835633703845888', 'expires_at': None, 'asset': 'a_a8c5af1848e53cc221d149442c03828f'}, 'avatar': 'adfdd3170cc2297300f8761afcf6d83a'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-13T15:59:32.352000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1416453255239696598', 'guild_id': '1416453254677532704'}}
[2025-09-13 23:27:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-13 23:27:59] [DEBUG   ] discord.client: Dispatching event typing
[2025-09-13 23:27:59] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-09-13 23:28:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-14T05:27:59.048000+00:00', 'pinned': False, 'nonce': '1416656712949039104', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-13T15:59:32.352000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1416656706540142632', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!secret', 'components': [], 'channel_type': 0, 'channel_id': '1416453255239696598', 'author': {'username': 'systemglitchfw', 'public_flags': 0, 'primary_guild': {'tag': 'MIKU', 'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'badge': 'b1634260c0600006319f566a601bacad'}, 'id': '361675863218978816', 'global_name': 'systemglitch', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'MIKU', 'identity_guild_id': '1369092161970110484', 'identity_enabled': True, 'badge': 'b1634260c0600006319f566a601bacad'}, 'avatar_decoration_data': {'sku_id': '1287835633703845888', 'expires_at': None, 'asset': 'a_a8c5af1848e53cc221d149442c03828f'}, 'avatar': 'adfdd3170cc2297300f8761afcf6d83a'}, 'attachments': [], 'guild_id': '1416453254677532704'}}
[2025-09-13 23:28:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-13 23:28:00] [DEBUG   ] discord.client: Dispatching event message
[2025-09-13 23:28:00] [DEBUG   ] discord.client: Dispatching event command
[2025-09-13 23:28:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-14T05:27:59.174000+00:00', 'pinned': False, 'nonce': '6642152047618575656', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1416473525404958834'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-13T17:20:05.357000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1416656707068760134', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'you dont have permision to use this power', 'components': [], 'channel_type': 0, 'channel_id': '1416453255239696598', 'author': {'username': 'testing-robits', 'public_flags': 0, 'primary_guild': None, 'id': '1416456802513584198', 'global_name': None, 'display_name_styles': None, 'discriminator': '3078', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '2a68127a5d58c27f66d4d70cd3e2817d'}, 'attachments': [], 'guild_id': '1416453254677532704'}}
[2025-09-13 23:28:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-13 23:28:00] [DEBUG   ] discord.client: Dispatching event message
[2025-09-13 23:28:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1416453255239696598/messages with {"content":"you dont have permision to use this power","components":[],"nonce":"6642152047618575656","enforce_nonce":true,"tts":false} has returned 200
[2025-09-13 23:28:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1416453255239696598/messages has received {'type': 0, 'content': 'you dont have permision to use this power', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-09-14T05:27:59.174000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1416656707068760134', 'channel_id': '1416453255239696598', 'author': {'id': '1416456802513584198', 'username': 'testing-robits', 'avatar': '2a68127a5d58c27f66d4d70cd3e2817d', 'discriminator': '3078', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6642152047618575656'}
[2025-09-13 23:28:00] [DEBUG   ] discord.client: Dispatching event command_error
